year,doi,title,f_author,id
2019,10.1007/978-3-030-30796-7_28,Easy Web API Development with SPARQL Transformer,Pasquale Lisena ,787
2019,10.1007/978-3-030-30796-7_29,Benefit Graph Extraction from Healthcare Policies,Vanessa Lopez ,788
2019,10.1007/978-3-030-30796-7_3,ArCo: The Italian Cultural Heritage Knowledge Graph,Valentina Anita Carriero ,789
2019,10.1007/978-3-030-30796-7_30,Knowledge Graph Embedding for Ecotoxicological Effect Prediction,Erik B. Myklebust ,790
2019,10.1007/978-3-030-30796-7_31,Improving Editorial Workflow and Metadata Quality at Springer Nature,Angelo A. Salatino ,791
2019,10.1007/978-3-030-30796-7_32,A Pay-as-you-go Methodology to Design and Build Enterprise Knowledge Graphs from Relational Databases,Juan F. Sequeda ,792
2019,10.1007/978-3-030-30796-7_4,Making Study Populations Visible Through Knowledge Graphs,Shruthi Chari ,793
2019,10.1007/978-3-030-30796-7_5,LC-QuAD 2.0: A Large Dataset for Complex Question Answering over Wikidata and DBpedia,Mohnish Dubey ,794
2019,10.1007/978-3-030-30796-7_6,SEO: A Scientific Events Data Model,Said Fathalla ,795
2019,10.1007/978-3-030-30796-7_7,DBpedia FlexiFusion the Best of Wikipedia > Wikidata > Your Data,Johannes Frey ,796
2019,10.1007/978-3-030-30796-7_8,The Microsoft Academic Knowledge Graph: A Linked Data Source with 8 Billion Triples of Scholarly Data,Michael Färber ,797
2019,10.1007/978-3-030-30796-7_9,The RealEstateCore Ontology,Karl Hammar ,798
2020,10.1007/978-3-030-62419-4_1,Computing Compliant Anonymisations of Quantified ABoxes w.r.t. Policies,Franz Baader ,799
2020,10.1007/978-3-030-62419-4_10,A Novel Path-Based Entity Relatedness Measure for Efficient Collective Entity Linking,Cheikh Brahim El Vaigh,800
2020,10.1007/978-3-030-62419-4_11,Enhancing Online Knowledge Graph Population with Semantic Knowledge,Dèlia Fernàndez-Cañellas ,801
2020,10.1007/978-3-030-62419-4_12,Extending SPARQL with Similarity Joins,Sebastián Ferrada ,802
2020,10.1007/978-3-030-62419-4_13,ExCut: Explainable Embedding-Based Clustering over Knowledge Graphs,Mohamed H. Gad-Elrab ,803
2020,10.1007/978-3-030-62419-4_14,Cost- and Robustness-Based Query Optimization for Linked Data Fragments,Lars Heling ,804
2020,10.1007/978-3-030-62419-4_15,"GeoSPARQL+: Syntax, Semantics and System for Integrated Querying of Graph, Raster and Vector Data",Timo Homburg ,805
2020,10.1007/978-3-030-62419-4_16,FunMap: Efficient Execution of Functional Mappings for Knowledge Graph Creation,Samaneh Jozashoori ,806
2020,10.1007/978-3-030-62419-4_17,KnowlyBERT - Hybrid Query Answering over Language Models and Knowledge Graphs,Jan-Christoph Kalo ,807
2020,10.1007/978-3-030-62419-4_18,Generating Referring Expressions from RDF Knowledge Graphs for Data Linking,Armita Khajeh Nassiri ,808
2020,10.1007/978-3-030-62419-4_19,Prevalence and Effects of Class Hierarchy Precompilation in Biomedical Ontologies,Christian Kindermann ,809
2020,10.1007/978-3-030-62419-4_2,PNEL: Pointer Network Based End-To-End Entity Linking over Knowledge Graphs,Debayan Banerjee ,810
2020,10.1007/978-3-030-62419-4_20,Tab2Know: Building a Knowledge Base from Tables in Scientific Papers,Benno Kruit ,811
2020,10.1007/978-3-030-62419-4_21,Deciding SHACL Shape Containment Through Description Logics Reasoning,Martin Leinberger ,812
2020,10.1007/978-3-030-62419-4_22,Rule-Guided Graph Neural Networks for Recommender Systems,Xinze Lyu ,813
2020,10.1007/978-3-030-62419-4_23,Leveraging Semantic Parsing for Relation Linking over Knowledge Bases,Nandana Mihindukulasooriya ,814
2020,10.1007/978-3-030-62419-4_24,NABU – Multilingual Graph-Based Neural RDF Verbalizer,Diego Moussallem ,815
2020,10.1007/978-3-030-62419-4_25,Fantastic Knowledge Graph Embeddings and How to Find the Right Space for Them,Mojtaba Nayyeri ,816
2020,10.1007/978-3-030-62419-4_26,LM4KG: Improving Common Sense Knowledge Graphs with Language Models,Janna Omeliyanenko ,817
2020,10.1007/978-3-030-62419-4_27,SHACL Satisfiability and Containment,Paolo Pareti ,818
2020,10.1007/978-3-030-62419-4_28,Contextual Propagation of Properties for Knowledge Graphs,Pierre-Henri Paris ,819
2020,10.1007/978-3-030-62419-4_29,In-Database Graph Analytics with Recursive SPARQL,Aidan Hogan ,820
2020,10.1007/978-3-030-62419-4_3,Explainable Link Prediction for Emerging Entities in Knowledge Graphs,Rajarshi Bhowmik ,821
2020,10.1007/978-3-030-62419-4_30,From Syntactic Structure to Semantic Relationship: Hypernym Extraction from Definitions by Recurrent Neural Networks Using the Part of Speech Information,Yixin Tan ,822
2020,10.1007/978-3-030-62419-4_31,Focused Query Expansion with Entity Cores for Patient-Centric Health Search,Erisa Terolli ,823
2020,10.1007/978-3-030-62419-4_32,Generating Expressive Correspondences: An Approach Based on User Knowledge Needs and A-Box Relation Discovery,Elodie Thiéblin ,824
2020,10.1007/978-3-030-62419-4_33,Weakly Supervised Short Text Categorization Using World Knowledge,Rima Türker ,825
2020,10.1007/978-3-030-62419-4_34,PreFace: Faceted Retrieval of Prerequisites Using Domain-Specific Knowledge Bases,Prajna Upadhyay ,826
2020,10.1007/978-3-030-62419-4_35,Detecting Different Forms of Semantic Shift in Word Embeddings via Paradigmatic and Syntagmatic Association Changes,Anna Wegmann ,827
2020,10.1007/978-3-030-62419-4_36,BCRL: Long Text Friendly Knowledge Graph Representation Learning,Gang Wu ,828
2020,10.1007/978-3-030-62419-4_37,Temporal Knowledge Graph Completion Based on Time Series Gaussian Embedding,Chenjin Xu ,829
2020,10.1007/978-3-030-62419-4_38,Revealing Secrets in SPARQL Session Level,Xinyue Zhang ,830
2020,10.1007/978-3-030-62419-4_4,Tentris – A Tensor-Based Triple Store,Alexander Bigerl ,831
2020,10.1007/978-3-030-62419-4_5,Refining Node Embeddings via Semantic Proximity,Melisachew Wudage Chekol ,832
2020,10.1007/978-3-030-62419-4_6,Learning Short-Term Differences and Long-Term Dependencies for Entity Alignment,Jia Chen ,833
2020,10.1007/978-3-030-62419-4_7,Generating Compact and Relaxable Answers to Keyword Queries over Knowledge Graphs,Gong Cheng ,834
2020,10.1007/978-3-030-62419-4_8,Controlled Query Evaluation in Ontology-Based Data Access,Gianluca Cima ,835
2020,10.1007/978-3-030-62419-4_9,Linked Credibility Reviews for Explainable Misinformation Detection,Ronald Denaux ,836
2020,10.1007/978-3-030-62466-8_1,CASQAD – A New Dataset for Context-Aware Spatial Question Answering,Jewgeni Rose ,837
2022,10.1007/978-3-030-62466-8_10,NanoMine: A Knowledge Graph for Nanocomposite Materials Science,Jamie P. McCusker ,838
2020,10.1007/978-3-030-62466-8_11,G2GML: Graph to Graph Mapping Language for Bridging RDF and Property Graphs,Hirokazu Chiba ,839
2020,10.1007/978-3-030-62466-8_12,The International Data Spaces Information Model – An Ontology for Sovereign Exchange of Digital Content,Sebastian Bader ,840
2020,10.1007/978-3-030-62466-8_13,LDflex: A Read/Write Linked Data Abstraction for Front-End Web Developers,Ruben Verborgh ,841
2020,10.1007/978-3-030-62466-8_14,An Ontology for the Materials Design Domain,Huanyu Li ,842
2022,10.1007/978-3-030-62466-8_15,Explanation Ontology: A Model of Explanations for User-Centered AI,Shruthi Chari ,843
2020,10.1007/978-3-030-62466-8_16,An SKOS-Based Vocabulary on the Swift Programming Language,Christian Grévisse ,844
2020,10.1007/978-3-030-62466-8_17,The Virtual Knowledge Graph System Ontop,Guohui Xiao ,845
2021,10.1007/978-3-030-62466-8_18,KGTK: A Toolkit for Large Knowledge Graph Manipulation and Analysis,Filip Ilievski ,846
2020,10.1007/978-3-030-62466-8_19,Covid-on-the-Web: Knowledge Graph and Services to Advance COVID-19 Research,Franck Michel ,847
2020,10.1007/978-3-030-62466-8_2,HDTCat: Let’s Make HDT Generation Scale,Dennis Diefenbach ,848
2020,10.1007/978-3-030-62466-8_20,ODArchive – Creating an Archive for Structured Data from Open Data Portals,Thomas Weber ,849
2020,10.1007/978-3-030-62466-8_21,Tough Tables: Carefully Evaluating Entity Linking for Tabular Data,Vincenzo Cutrona ,850
2020,10.1007/978-3-030-62466-8_22,Facilitating the Analysis of COVID-19 Literature Through a Knowledge Graph,Bram Steenwinckel ,851
2020,10.1007/978-3-030-62466-8_23,Crime Event Localization and Deduplication,Federica Rollo ,852
2022,10.1007/978-3-030-62466-8_24,Transparent Integration and Sharing of Life Cycle Sustainability Data with Provenance,Emil Riis Hansen ,853
2020,10.1007/978-3-030-62466-8_25,A Knowledge Graph for Assessing Agressive Tax Planning Strategies,Niklas Lüdemann ,854
2020,10.1007/978-3-030-62466-8_26,Turning Transport Data to Comply with EU Standards While Enabling a Multimodal Transport Knowledge Graph,Mario Scrocca ,855
2020,10.1007/978-3-030-62466-8_27,Enhancing Public Procurement in the European Union Through Constructing and Exploiting an Integrated Knowledge Graph,Ahmet Soylu ,856
2020,10.1007/978-3-030-62466-8_28,The OpenCitations Data Model,Marilena Daquino ,857
2020,10.1007/978-3-030-62466-8_29,Semantic Integration of Bosch Manufacturing Data Using Virtual Knowledge Graphs,Elem Güzel Kalaycı ,858
2020,10.1007/978-3-030-62466-8_3,Squirrel – Crawling RDF Knowledge Graphs on the Web,Michael Röder ,859
2022,10.1007/978-3-030-62466-8_30,A Semantic Framework for Enabling Radio Spectrum Policy Management and Evaluation,Henrique Santos ,860
2020,10.1007/978-3-030-62466-8_31,Leveraging Linguistic Linked Data for Cross-Lingual Model Transfer in the Pharmaceutical Domain,Jorge Gracia ,861
2020,10.1007/978-3-030-62466-8_32,Reasoning Engine for Support Maintenance,Rana Farah ,862
2020,10.1007/978-3-030-62466-8_33,Ontology-Enhanced Machine Learning: A Bosch Use Case of Welding Quality Monitoring,Yulia Svetashova ,863
2020,10.1007/978-3-030-62466-8_34,Revisiting Ontologies of Units of Measure for Harmonising Quantity Values – A Use Case,Francisco Martín-Recuerda ,864
2020,10.1007/978-3-030-62466-8_35,NEO: A Tool for Taxonomy Enrichment with New Emerging Occupations,Anna Giabelli ,865
2020,10.1007/978-3-030-62466-8_36,Domain-Specific Customization of Schema.org Based on SHACL,Umutcan Şimşek ,866
2020,10.1007/978-3-030-62466-8_37,Understanding Data Centers from Logs: Leveraging External Knowledge for Distant Supervision,Chad DeLuca ,867
2020,10.1007/978-3-030-62466-8_38,Assisting the RDF Annotation of a Digital Humanities Corpus Using Case-Based Reasoning,Nicolas Lasolle ,868
2020,10.1007/978-3-030-62466-8_39,A First Step Towards a Streaming Linked Data Life-Cycle,Riccardo Tommasini ,869
2020,10.1007/978-3-030-62466-8_4,OBA: An Ontology-Based Framework for Creating REST APIs for Knowledge Graphs,Daniel Garijo ,870
2020,10.1007/978-3-030-62466-8_40,AWARE: A Situational Awareness Framework for Facilitating Adaptive Behavior of Autonomous Vehicles in Manufacturing,Boulos El Asmar,871
2020,10.1007/978-3-030-62466-8_41,Google Dataset Search by the Numbers,Omar Benjelloun ,872
2020,10.1007/978-3-030-62466-8_42,Dynamic Faceted Search for Technical Support Exploiting Induced Knowledge,Nandana Mihindukulasooriya ,873
2020,10.1007/978-3-030-62466-8_43,Linking Ontological Classes and Archaeological Forms,Vincenzo Lombardo ,874
2021,10.1007/978-3-030-62466-8_44,Correction to: KGTK: A Toolkit for Large Knowledge Graph Manipulation and Analysis,Filip Ilievski ,875
2022,10.1007/978-3-030-62466-8_45,Correction to: Transparent Integration and Sharing of Life Cycle Sustainability Data with Provenance,Emil Riis Hansen ,876
2020,10.1007/978-3-030-62466-8_5,Schímatos: A SHACL-Based Web-Form Generator for Knowledge Graph Editing,Jesse Wright ,877
2020,10.1007/978-3-030-62466-8_6,OWL2Bench: A Benchmark for OWL 2 Reasoners,Gunjan Singh ,878
2020,10.1007/978-3-030-62466-8_7,RuBQ: A Russian Dataset for Question Answering over Wikidata,Vladislav Korablinov ,879
2020,10.1007/978-3-030-62466-8_8,HDGI: A Human Device Gesture Interaction Ontology for the Internet of Things,Madhawa Perera ,880
2020,10.1007/978-3-030-62466-8_9,AI-KG: An Automatically Generated Knowledge Graph of Artificial Intelligence,Danilo Dessì ,881
2021,10.1007/978-3-030-88361-4_1,PCSG: Pattern-Coverage Snippet Generation for RDF Datasets,Xiaxia Wang ,882
2021,10.1007/978-3-030-88361-4_10,Learning to Recommend Items to Wikidata Editors,Kholoud AlGhamdi ,883
2021,10.1007/978-3-030-88361-4_11,Graph-Boosted Active Learning for Multi-source Entity Resolution,Anna Primpeli ,884
2021,10.1007/978-3-030-88361-4_12,Computing CQ Lower-Bounds over OWL 2 Through Approximation to RSA,Federico Igne ,885
2021,10.1007/978-3-030-88361-4_13,Fast ObjectRank for Large Knowledge Databases,Hiroaki Shiokawa ,886
2021,10.1007/978-3-030-88361-4_14,"Open Domain Question Answering over Knowledge Graphs Using Keyword Search, Answer Type Prediction, SPARQL and Pre-trained Neural Models",Christos Nikas ,887
2021,10.1007/978-3-030-88361-4_15,Automatically Extracting OWL Versions of FOL Ontologies,Torsten Hahmann ,888
2021,10.1007/978-3-030-88361-4_16,Using Compositional Embeddings for Fact Checking,Ana Alexandra Morim da Silva,889
2021,10.1007/978-3-030-88361-4_17,Background Knowledge in Schema Matching: Strategy vs. Data,Jan Portisch ,890
2021,10.1007/978-3-030-88361-4_18,A Graph-Based Approach for Inferring Semantic Descriptions of Wikipedia Tables,Binh Vu ,891
2021,10.1007/978-3-030-88361-4_19,Generative Relation Linking for Question Answering over Knowledge Bases,Gaetano Rossiello ,892
2021,10.1007/978-3-030-88361-4_2,A Source-to-Target Constraint Rewriting for Direct Mapping,Ratan Bahadur Thapa ,893
2021,10.1007/978-3-030-88361-4_20,Dataset or Not? A Study on the Veracity of Semantic Markup for Dataset Pages,Tarfah Alrashed ,894
2021,10.1007/978-3-030-88361-4_21,Learning Visual Models Using a Knowledge Graph as a Trainer,Sebastian Monka ,895
2021,10.1007/978-3-030-88361-4_22,Controlled Query Evaluation over Prioritized Ontologies with Expressive Data Protection Policies,Gianluca Cima ,896
2021,10.1007/978-3-030-88361-4_23,ProGS: Property Graph Shapes Language,Philipp Seifer ,897
2021,10.1007/978-3-030-88361-4_24,Improving Knowledge Graph Embeddings with Ontological Reasoning,Nitisha Jain ,898
2021,10.1007/978-3-030-88361-4_25,CKGG: A Chinese Knowledge Graph for High-School Geography Education and Beyond,Yulin Shen ,899
2021,10.1007/978-3-030-88361-4_26,A High-Level Ontology Network for ICT Infrastructures,Oscar Corcho ,900
2021,10.1007/978-3-030-88361-4_27,Chimera: A Bridge Between Big Data Analytics and Semantic Technologies,Matteo Belcao ,901
2021,10.1007/978-3-030-88361-4_28,Scalable Transformation of Big Geospatial Data into Linked Data,George Mandilaras ,902
2021,10.1007/978-3-030-88361-4_29,AgroLD: A Knowledge Graph for the Plant Sciences,Pierre Larmande ,903
2021,10.1007/978-3-030-88361-4_3,Learning to Predict the Departure Dynamics of Wikidata Editors,Guangyuan Piao ,904
2021,10.1007/978-3-030-88361-4_30,LiterallyWikidata - A Benchmark for Knowledge Graph Completion Using Literals,Genet Asefa Gesese ,905
2021,10.1007/978-3-030-88361-4_31,A Framework for Quality Assessment of Semantic Annotations of Tabular Data,Roberto Avogadro ,906
2021,10.1007/978-3-030-88361-4_32,EduCOR: An Educational and Career-Oriented Recommendation Ontology,Eleni Ilkou ,907
2021,10.1007/978-3-030-88361-4_33,The Punya Platform: Building Mobile Research Apps with Linked Data and Semantic Features,Evan W. Patton ,908
2021,10.1007/978-3-030-88361-4_34,BEEO: Semantic Support for Event-Based Data Analytics,Michele Ciavotta ,909
2021,10.1007/978-3-030-88361-4_35,Rail Topology Ontology: A Rail Infrastructure Base Ontology,Stefan Bischof ,910
2021,10.1007/978-3-030-88361-4_36,Mapping Manuscript Migrations on the Semantic Web: A Semantic Portal and Linked Open Data Service for Premodern Manuscript Research,Eero Hyvönen ,911
2021,10.1007/978-3-030-88361-4_37,Wikibase as an Infrastructure for Knowledge Graphs: The EU Knowledge Graph,Dennis Diefenbach ,912
2021,10.1007/978-3-030-88361-4_38,Leveraging Semantic Technologies for Digital Interoperability in the European Railway Domain,Julián Andrés Rojas ,913
2021,10.1007/978-3-030-88361-4_39,Use of Semantic Technologies to Inform Progress Toward Zero-Carbon Economy,Stefano Germano ,914
2021,10.1007/978-3-030-88361-4_4,Towards Neural Schema Alignment for OpenStreetMap and Knowledge Graphs,Alishiba Dsouza ,915
2021,10.1007/978-3-030-88361-4_40,Towards Semantic Interoperability in Historical Research: Documenting Research Data and Knowledge with Synthesis,Pavlos Fafalios ,916
2021,10.1007/978-3-030-88361-4_41,On Constructing Enterprise Knowledge Graphs Under Quality and Availability Constraints,Matthew Kujawinski ,917
2021,10.1007/978-3-030-88361-4_42,Reconciling and Using Historical Person Registers as Linked Open Data in the AcademySampo Portal and Data Service,Petri Leskinen ,918
2021,10.1007/978-3-030-88361-4_5,Improving Inductive Link Prediction Using Hyper-relational Facts,Mehdi Ali ,919
2021,10.1007/978-3-030-88361-4_6,Large-Scale Multi-granular Concept Extraction Based on Machine Reading Comprehension,Siyu Yuan ,920
2021,10.1007/978-3-030-88361-4_7,Graphhopper: Multi-hop Scene Graph Reasoning for Visual Question Answering,Rajat Koner ,921
2021,10.1007/978-3-030-88361-4_8,EDG-Based Question Decomposition for Complex Question Answering over Knowledge Bases,Xixin Hu ,922
2021,10.1007/978-3-030-88361-4_9,Zero-Shot Visual Question Answering Using Knowledge Graph,Zhuo Chen ,923
2022,10.1007/978-3-031-19433-7_1,Introducing Semantic Information for Numerical Attribute Prediction over Knowledge Graphs,Bingcong Xue ,924
2022,10.1007/978-3-031-19433-7_10,EaT-PIM: Substituting Entities in Procedural Instructions Using Flow Graphs and Embeddings,Sola S. Shirai ,925
2022,10.1007/978-3-031-19433-7_11,: Temporal Heterogeneous Information Network Embedding in Hyperbolic Spaces,Qijie Bai ,926
2022,10.1007/978-3-031-19433-7_12,Facing Changes: Continual Entity Alignment for Growing Knowledge Graphs,Yuxin Wang ,927
2022,10.1007/978-3-031-19433-7_13,Mapping Relational Database Constraints to SHACL,Ratan Bahadur Thapa ,928
2022,10.1007/978-3-031-19433-7_14,POSO: A Generic Positioning System Ontology,Maxim Van de Wynckel,929
2022,10.1007/978-3-031-19433-7_15,Each Snapshot to Each Space: Space Adaptation for Temporal Knowledge Graph Completion,Yancong Li ,930
2022,10.1007/978-3-031-19433-7_16,Efficient Dependency Analysis for Rule-Based Ontologies,Larry González ,931
2022,10.1007/978-3-031-19433-7_17,Heterogeneous Graph Neural Network with Hypernetworks for Knowledge Graph Embedding,Xiyang Liu ,932
2022,10.1007/978-3-031-19433-7_18,MultPAX: Keyphrase Extraction Using Language Models and Knowledge Graphs,Hamada M. Zahera ,933
2022,10.1007/978-3-031-19433-7_19,RT-KGD: Relation Transition Aware Knowledge-Grounded Dialogue Generation,Kexin Wang ,934
2022,10.1007/978-3-031-19433-7_2,Faithful Embeddings for  Knowledge Bases,Bo Xiong ,935
2022,10.1007/978-3-031-19433-7_20,LoGNet: Local and Global Triple Embedding Network,Giuseppe Pirrò ,936
2022,10.1007/978-3-031-19433-7_21,An Analysis of Content Gaps Versus User Needs in the Wikidata Knowledge Graph,David Abián ,937
2022,10.1007/978-3-031-19433-7_22,Repairing SHACL Constraint Violations Using Answer Set Programming,Shqiponja Ahmetaj ,938
2022,10.1007/978-3-031-19433-7_23,Entity Type Prediction Leveraging Graph Walks and Entity Descriptions,Russa Biswas ,939
2022,10.1007/978-3-031-19433-7_24,Strabo 2: Distributed Management of Massive Geospatial RDF Datasets,Dimitris Bilidas ,940
2022,10.1007/978-3-031-19433-7_25,Controlled Query Evaluation in OWL 2 QL: A “Longest Honeymoon” Approach,Piero Bonatti ,941
2022,10.1007/978-3-031-19433-7_26,A Survey of Syntactic Modelling Structures in Biomedical Ontologies,Christian Kindermann ,942
2022,10.1007/978-3-031-19433-7_27,HybridFC: A Hybrid Fact-Checking Approach for Knowledge Graphs,Umair Qudus ,943
2022,10.1007/978-3-031-19433-7_28,GNNQ: A Neuro-Symbolic Approach to Query Answering over Incomplete Knowledge Graphs,Maximilian Pflueger ,944
2022,10.1007/978-3-031-19433-7_29,Radar Station: Using KG Embeddings for Semantic Table Interpretation and Entity Disambiguation,Jixiong Liu ,945
2022,10.1007/978-3-031-19433-7_3,Enhancing Document-Level Relation Extraction by Entity Knowledge Injection,Xinyi Wang ,946
2022,10.1007/978-3-031-19433-7_30,CRNet: Modeling Concurrent Events over Temporal Knowledge Graph,Shichao Wang ,947
2022,10.1007/978-3-031-19433-7_31,LODChain: Strengthen the Connectivity of Your RDF Dataset to the Rest LOD Cloud,Michalis Mountantonakis ,948
2022,10.1007/978-3-031-19433-7_32,WDV: A Broad Data Verbalisation Dataset Built from Wikidata,Gabriel Amaral ,949
2022,10.1007/978-3-031-19433-7_33,Machine Learning-Friendly Biomedical Datasets for Equivalence and Subsumption Ontology Matching,Yuan He ,950
2022,10.1007/978-3-031-19433-7_34,The DLCC Node Classification Benchmark for Analyzing Knowledge Graph Embeddings,Jan Portisch ,951
2022,10.1007/978-3-031-19433-7_35,: A Library for Multi-source Knowledge Graph Embeddings and Applications,Xindi Luo ,952
2022,10.1007/978-3-031-19433-7_36,IMGT-KG: A Knowledge Graph for Immunogenetics,Gaoussou Sanou ,953
2022,10.1007/978-3-031-19433-7_37,REBench: Microbenchmarking Framework for Relation Extraction Systems,Manzoor Ali ,954
2022,10.1007/978-3-031-19433-7_38,"ISSA: Generic Pipeline, Knowledge Model and Visualization Tools to Help Scientists Search and Make Sense of a Scientific Archive",Anne Toulet ,955
2022,10.1007/978-3-031-19433-7_39,CS-KG: A Large-Scale Knowledge Graph of Research Entities and Claims in Computer Science,Danilo Dessí ,956
2022,10.1007/978-3-031-19433-7_4,Hashing the Hypertrie: Space- and Time-Efficient Indexing for SPARQL in Tensors,Alexander Bigerl ,957
2022,10.1007/978-3-031-19433-7_40,RMLStreamer-SISO: An RDF Stream Generator from Streaming Heterogeneous Data,Sitt Min Oo ,958
2022,10.1007/978-3-031-19433-7_41,WDBench: A Wikidata Graph Query Benchmark,Renzo Angles ,959
2022,10.1007/978-3-031-19433-7_42,Leveraging Knowledge Graph Technologies to Assess Journals and Conferences at Springer Nature,Simone Angioni ,960
2022,10.1007/978-3-031-19433-7_43,Semantic Knowledge Graphs for Distributed Data Spaces: The Public Procurement Pilot Experience,Cecile Guasch ,961
2022,10.1007/978-3-031-19433-7_44,Ontology Reshaping for Knowledge Graph Construction: Applied on Bosch Welding Case,Dongzhuoran Zhou ,962
2022,10.1007/978-3-031-19433-7_45,Executable Knowledge Graphs for Machine Learning: A Bosch Case of Welding Monitoring,Zhuoxun Zheng ,963
2022,10.1007/978-3-031-19433-7_46,Scaling Knowledge Graphs for Automating AI of Digital Twins,Joern Ploennigs ,964
2022,10.1007/978-3-031-19433-7_47,Knowledge Graph Induction Enabling Recommending and Trend Analysis: A Corporate Research Community Use Case,Nandana Mihindukulasooriya ,965
2022,10.1007/978-3-031-19433-7_48,SeLoC-ML: Semantic Low-Code Engineering for Machine Learning Applications in Industrial IoT,Haoyu Ren ,966
2022,10.1007/978-3-031-19433-7_5,Towards Neural Network Interpretability Using Commonsense Knowledge Graphs,Youmna Ismaeil ,967
2022,10.1007/978-3-031-19433-7_6,Reproducibility Crisis in the LOD Cloud? Studying the Impact of Ontology Accessibility and Archiving as a Counter Measure,Johannes Frey ,968
2022,10.1007/978-3-031-19433-7_7,HCL: Improving Graph Representation with Hierarchical Contrastive Learning,Jun Wang ,969
2022,10.1007/978-3-031-19433-7_8,How to Agree to Disagree,Lucía Gómez Álvarez ,970
2022,10.1007/978-3-031-19433-7_9,Context-Driven Visual Object Recognition Based on Knowledge Graphs,Sebastian Monka ,971
2023,10.1007/978-3-031-47240-4_1,Link Traversal Query Processing Over Decentralized Environments with Structural Assumptions,Ruben Taelman ,972
2023,10.1007/978-3-031-47240-4_10,Spatial Link Prediction with Spatial and Semantic Embeddings,Genivika Mann ,973
2023,10.1007/978-3-031-47240-4_11,How is Your Knowledge Graph Used: Content-Centric Analysis of SPARQL Query Logs,Luigi Asprino ,974
2023,10.1007/978-3-031-47240-4_12,Iterative Geographic Entity Alignment with Cross-Attention,Alishiba Dsouza ,975
2023,10.1007/978-3-031-47240-4_13,Entity-Relation Distribution-Aware Negative Sampling for Knowledge Graph Embedding,Naimeng Yao ,976
2023,10.1007/978-3-031-47240-4_14,Negative Sampling with Adaptive Denoising Mixup for Knowledge Graph Embedding,Xiangnan Chen ,977
2023,10.1007/978-3-031-47240-4_15,Comparison of Knowledge Graph Representations for Consumer Scenarios,Ana Iglesias-Molina ,978
2023,10.1007/978-3-031-47240-4_16,A Comprehensive Study on Knowledge Graph Embedding over Relational Patterns Based on Rule Learning,Long Jin ,979
2023,10.1007/978-3-031-47240-4_17,Compact Encoding of Reified Triples Using HDTr,Jose M. Gimenez-Garcia ,980
2023,10.1007/978-3-031-47240-4_18,Causal Inference-Based Debiasing Framework for Knowledge Graph Completion,Lin Ren ,981
2023,10.1007/978-3-031-47240-4_19,Can ChatGPT Replace Traditional KBQA Models? An In-Depth Analysis of the Question Answering Performance of the GPT LLM Family,Yiming Tan ,982
2023,10.1007/978-3-031-47240-4_2,Dense Re-Ranking with Weak Supervision for RDF Dataset Search,Qiaosheng Chen ,983
2023,10.1007/978-3-031-47240-4_20,Mapping and Cleaning Open Commonsense Knowledge Bases with Generative Translation,Julien Romero ,984
2023,10.1007/978-3-031-47240-4_21,Integrating Knowledge Graph Embeddings and Pre-trained Language Models in Hypercomplex Spaces,Mojtaba Nayyeri ,985
2023,10.1007/978-3-031-47240-4_22,LLMs4OL: Large Language Models for Ontology Learning,Hamed Babaei Giglou ,986
2023,10.1007/978-3-031-47240-4_23,Biomedical Knowledge Graph Embeddings with Negative Statements,Rita T. Sousa ,987
2023,10.1007/978-3-031-47240-4_24,Knowledge Graph Enhanced Language Models for Sentiment Analysis,Jie Li ,988
2023,10.1007/978-3-031-47240-4_25,TemporalFC: A Temporal Fact Checking Approach over Knowledge Graphs,Umair Qudus ,989
2023,10.1007/978-3-031-47240-4_26,Assessing the Generalization Capabilities of Neural Machine Translation Models for SPARQL Query Generation,Samuel Reyd ,990
2023,10.1007/978-3-031-47240-4_27,Linking Tabular Columns to Unseen Ontologies,Sarthak Dash ,991
2023,10.1007/978-3-031-47240-4_28,Neural Multi-hop Logical Query Answering with Concept-Level Answers,Zhenwei Tang ,992
2023,10.1007/978-3-031-47240-4_29,ForecastTKGQuestions: A Benchmark for Temporal Question Answering and Forecasting over Temporal Knowledge Graphs,Zifeng Ding ,993
2023,10.1007/978-3-031-47240-4_3,Optimizing SPARQL Queries with SHACL,Ratan Bahadur Thapa ,994
2023,10.1007/978-3-031-47240-4_30,SORBET: A Siamese Network for Ontology Embeddings Using a Distance-Based Regression Loss and BERT,Francis Gosselin ,995
2023,10.1007/978-3-031-47240-4_31,Visualizing Mappings Between Pairwise Ontologies - An Empirical Study of Matrix and Linked Indented List in Their User Support During Class Mapping Creation and Evaluation,Bo Fu ,996
2023,10.1007/978-3-031-47240-4_32,FeaBI: A Feature Selection-Based Framework for Interpreting KG Embeddings,Youmna Ismaeil ,997
2023,10.1007/978-3-031-47240-4_33,CapsKG: Enabling Continual Knowledge Integration in Language Models for Automatic Knowledge Graph Completion,Janna Omeliyanenko ,998
2023,10.1007/978-3-031-47240-4_4,HAEE: Low-Resource Event Detection with Hierarchy-Aware Event Graph Embeddings,Guoxuan Ding ,999
2023,10.1007/978-3-031-47240-4_5,Textual Entailment for Effective Triple Validation in Object Prediction,Andrés García-Silva ,1000
2023,10.1007/978-3-031-47240-4_6,ASKRL: An Aligned-Spatial Knowledge Representation Learning Framework for Open-World Knowledge Graph,Ziyu Shang ,1001
